Id,SalePrice
2064,116796.69852067834
369,297840.67031410144
2239,121561.24136695449
2732,213628.96038181728
1653,166036.4523417353
959,241034.18951259137
2395,354853.13700491656
1412,128399.76787263036
271,239870.9635254455
1484,151895.05419076877
1497,157828.71854029497
552,155622.82674450066
2,118247.92129851574
1855,311938.9778974601
4,279494.80398069066
2292,143684.66285853263
134,138569.77585194563
646,95415.30674329969
42,306707.0579542787
532,216704.94647973904
713,104078.69851223516
2561,141998.74442227196
2360,128301.57256325113
1333,133587.52347010176
1407,237419.15532716748
2892,304669.4193621616
574,205268.8586381751
1227,206023.35851260537
2591,222085.53364416352
1476,217088.0894981929
1125,253291.70856601448
1446,151200.98001466013
408,111829.47425704701
1101,294029.37696270866
2251,181365.96556907706
373,181522.75538326366
2554,141505.83414372234
2382,266971.83647315105
1985,76157.88452846122
519,244202.95475505228
1093,176491.04368420388
864,247679.73450993194
2889,150633.88283764687
2308,203026.9212015425
986,166869.02789339807
1302,142848.972072869
585,153977.951860247
2708,152185.2365417172
147,140178.89946614037
1441,219495.46135543913
383,179328.41312628423
285,161705.9469781962
181,105065.72767747291
358,188414.53368538505
780,174867.06482598267
258,182330.33976821415
1865,217430.32054637437
692,123426.3929977479
2902,330540.534974664
508,247297.07601385735
2638,163962.96897421544
36,128859.74714552474
611,165179.1511543386
2281,158664.24201098297
1678,113263.01112700054
1696,454310.4981710796
1557,63680.943929256086
2180,155395.6837803436
1726,236813.77137597126
951,140449.92059668235
267,215538.41974185067
2706,126719.66090849019
2221,243984.31066024507
1357,171580.93221554012
2901,318426.0396781856
347,162422.96577815514
2164,204041.6114578086
1586,293867.1916601142
360,140553.815134642
1769,265184.2743829173
2617,167098.79154151268
1879,130118.4262378415
991,236764.5191265566
1535,134351.90436465802
1191,138664.93000817366
1579,240665.73162480682
1882,154553.44582043012
1510,129671.63256727805
2196,186054.6191289517
1845,176604.6266147851
2336,408743.3781504113
942,95975.53885123601
861,132937.41335060695
2555,119294.05818119903
1392,179085.2179566883
2099,261898.57951277617
1543,113683.98466156128
948,292687.0200953316
1239,195848.24662138912
22,176761.389728297
2796,238267.5127118907
2747,190400.03545236026
92,286667.99615489447
210,165577.8271953556
1858,207439.35883252288
2228,162995.9834233784
447,262319.2021113641
827,240397.36304623281
1649,212464.08088716312
682,154796.4650577545
2698,113821.77958050653
494,151882.5405341983
214,94892.34515892206
2441,258852.59051396872
2679,121565.22607291734
1336,120948.38401499702
465,173377.33240704177
1524,154996.7261814834
2543,100430.44839748005
631,147983.37728718808
2452,311749.79954864876
228,167272.81894069994
126,178403.31955446207
1092,259776.5374596431
1122,216323.06261781033
932,231165.58627422358
1980,81700.53896425579
2171,115557.98088564812
551,155448.6927805864
2768,171294.8665903933
2056,103164.95503235947
1159,357003.5299774876
2645,113535.94827267223
1174,166300.29680780362
2266,222245.59161645154
2462,360679.7419092123
1219,144338.5771647028
2922,197327.82303511308
118,140661.931029196
474,145155.3079793654
2576,158103.43562800364
872,286581.1846921103
1077,215573.29201073045
1536,147347.64034002423
1150,102007.65919487324
2341,348904.22987562977
1931,160982.38158167625
2785,142956.98237714174
2538,127487.70933440063
597,210303.2723921097
464,222869.32461498628
233,264429.68275924097
2169,135431.9029042033
2123,164949.7118100765
1867,175188.76116996637
137,252802.5142090383
515,237484.0933106324
933,99774.3366192546
2784,156042.33319965482
972,162471.58209205949
599,166423.94300144864
2614,124136.03826101018
2582,144016.32805548346
1409,181754.6617099275
175,111891.27654653901
352,228560.13539914216
976,98410.46466559815
2134,189546.02182537137
984,112667.59758905081
2396,338356.8367525819
1673,130576.90456995196
404,126599.43225132383
607,152646.67427278595
814,160117.19105260336
868,195572.40101775216
2271,177957.1503431254
1633,256625.94731622853
337,171635.1900253629
2765,226587.50120601332
1746,250173.2469605484
368,346107.53174360405
2806,209820.4505738456
1662,195914.52224647262
1234,218776.9844532934
1373,120668.86409133176
1672,110768.5040011306
1939,112725.66930018994
