,Id,SalePrice
215,1171,244619.9127652542
216,1145,201200.02063904182
217,2726,236742.16231811675
218,703,153113.6332194573
219,760,121151.69557762088
220,1964,155966.78145702716
221,2512,173767.11990156292
222,159,151658.50998148712
223,1281,166412.89795863407
224,468,194210.99362392694
225,290,120743.31432880601
226,665,104397.79089541353
227,1463,246372.79035578668
228,1792,215224.04814600857
229,923,177588.99059038333
230,500,289202.64019804285
231,1408,191674.8722424548
232,331,72908.56836617633
233,170,133035.70277411738
234,2192,95395.45980911964
235,2571,290388.12335675495
236,2314,168380.90488625687
237,2647,93121.59873636127
238,422,423274.95247766597
239,2457,345348.3131398703
240,1838,199664.4397252847
241,2805,262497.6497322172
242,1645,160072.56672377104
243,1711,299465.9686535797
244,2825,248625.38379864534
245,322,314613.24609656516
246,2103,263142.82127997774
247,342,118044.39730790492
248,600,119572.88228441254
249,488,156586.16142450992
250,1725,318239.291057484
251,2246,329472.5723000709
252,2847,149435.6326411566
253,806,237956.9496108137
254,530,219928.43603401512
255,963,195621.8676712495
256,2678,106032.03305120862
257,171,77349.35127716637
258,2401,433911.04572507786
259,805,217680.70731510498
260,2259,264365.3583629722
261,1748,177415.38127939508
262,1361,146676.179037712
263,1677,109983.43622750253
264,1406,165553.24191832356
265,2322,276725.08012458996
266,688,153659.98632038804
267,143,149984.91531909167
268,804,201903.9329360618
269,1214,150805.805278203
270,2828,155710.39287685853
271,1999,196061.1380021666
272,2467,209378.31017891827
273,2665,157817.25185256105
274,1538,332816.3440309673
275,398,110513.29673087098
276,2822,174684.1396487737
277,2157,150279.35139949532
278,1856,191457.23681224944
279,1269,93615.7204536792
280,2570,126206.96953499192
281,2320,223505.62721489044
282,1517,132362.48942506453
283,2304,129106.17109650784
284,1312,90794.97819665373
285,2012,134475.1219110215
286,506,277419.41698669025
287,2865,230479.73280311393
288,2367,101357.94242232296
289,554,74968.6455158218
290,238,144926.0987242778
291,1954,101738.34190356002
292,2488,128286.87841350367
293,2291,61655.24068375949
294,1969,97061.34638094896
295,2725,159009.57707296335
296,1482,150635.5549634837
297,2763,208382.13798612042
298,503,263466.7809909937
299,1584,245219.4010053433
300,1531,142166.60321674962
301,2210,199255.0179495941
302,459,335016.9436983337
303,556,122452.13091476586
304,1347,133517.0566668538
305,1290,63986.94839953142
306,1388,99737.23130594063
307,1571,380243.2364705985
308,2754,217360.21822511655
309,765,167946.7070023926
310,2494,132099.81397558888
311,2870,242076.6573808142
312,7,236369.83920706724
313,1114,225056.44542351627
314,2418,283266.0823575457
315,291,156322.10491499724
316,18,376697.9118362144
317,39,395959.836549061
318,1001,268321.5963551644
319,2442,231959.82837439838
320,616,128437.55247267347
321,2680,78593.90578971627
322,1414,118903.98858093837
323,289,162870.1066300706
324,40,277697.3415352
325,860,139234.21478364078
326,409,131408.92967499717
327,673,169143.66216024655
328,2427,183902.99827592645
329,2036,219763.50879279335
330,2564,136003.0763124207
331,642,171062.8819268949
332,1008,186677.0776738568
333,1908,164566.6423944404
334,2519,196225.2134247147
335,1369,80469.41852932192
336,2855,164592.87274599244
337,712,99712.98745560787
338,1943,112551.8678688025
339,1958,123331.54124784627
340,107,169344.9423913988
341,2295,211406.6166208073
342,704,103145.25897202741
343,676,143439.60298245397
344,259,177883.0599690133
345,93,286305.77114639664
346,106,221994.50167827902
347,2315,174640.51267991128
348,1050,97737.43566740771
349,1095,207789.20250537893
350,2709,152564.43813420105
351,758,115864.63985407038
352,1496,162461.70272121893
353,2370,118257.32607812472
354,2458,292779.38948998856
355,2733,131758.46292104627
356,161,275984.3865588467
357,726,135636.03485339507
358,845,212520.02215447454
359,947,242795.9103770166
360,2232,107951.3827732585
361,2563,138055.32612569895
362,2299,174467.47985057908
363,211,66304.85294060808
364,605,144007.6866069383
365,1478,204977.2477513674
366,2247,305509.7897004593
367,2274,238737.80071690818
368,2869,230176.17566144245
369,967,215126.53742921713
370,2656,112676.1352424033
371,667,199436.5409179504
372,1042,110234.05587329218
373,2023,162758.72000235086
374,2447,386138.86832916096
375,2055,120357.35200219075
376,2275,293873.69374106737
377,2204,175846.14355565695
378,1563,295826.2511806772
379,483,225989.74395170502
380,796,136893.9695635154
381,1526,160936.85785640584
382,2042,117302.04595442243
383,442,338826.96247228584
384,1693,335781.9998619285
385,1468,214794.8811108123
386,1430,195452.6372801374
387,2605,143908.03674492356
388,1529,196284.42687034325
389,335,158352.44802698444
390,1287,118611.11643787882
391,31,96794.74808168273
392,1785,316274.9861210787
393,82,161036.58109190923
394,2620,139741.27098602473
395,252,169031.24291164603
396,721,48296.89498631365
397,2165,198168.5400694916
398,2316,193036.80647197415
399,775,134325.72592366918
400,1558,72244.77705565387
401,17,224654.960465132
402,1022,237548.50836722058
403,925,123681.20728035815
404,438,279963.24009833444
405,1270,142679.99640705792
406,1272,131764.36282274156
407,215,131525.11006188957
408,266,218573.71353018435
409,2402,287796.0783020655
410,1250,137372.99244201792
411,1984,126237.26817178576
412,1279,151114.90110467124
413,377,264686.139151103
414,1252,99380.8182053199
415,2156,260554.69629013102
416,499,338947.7616939367
417,1374,118271.77016973608
418,2898,251637.17676955124
419,401,115079.80495371719
420,2721,140910.03998252776
421,2078,248302.1253789771
422,2589,119192.4193568916
423,1946,235030.3482531759
424,1334,118781.14392323892
425,2781,199825.8867291641
426,431,383331.63550885953
427,576,202988.13033838876
428,1474,207945.8480672535
429,2254,132061.33749470187
430,2155,274915.8752748412
431,885,95200.62421730337
432,643,133119.44374128198
433,1944,119787.84647092239
434,480,195119.31101766333
435,2845,101479.923851226
436,2387,329642.47719472763
437,2407,232061.07962655651
438,2527,160812.44401503613
439,2514,137575.81127413103
440,629,118680.02593983419
441,80,207486.7678952338
442,1876,135743.88304948993
443,1546,112869.23270783061
444,2518,173507.13093750938
445,2347,156814.1917337425
446,783,248622.76869041467
447,1322,15768.863576624455
448,194,91431.90915313779
449,1770,300273.97040898754
450,2143,130271.84485944064
451,1229,232572.9870101217
452,511,270707.03401655884
453,46,254858.59971883747
454,1348,162484.73166029784
455,2465,207454.79237555456
456,387,215893.68885677145
457,873,227900.18808739743
458,1918,122808.48196030901
459,2764,237853.2524762677
460,2184,119393.48099184064
461,934,137484.0338870298
462,1920,129291.2176619005
463,2631,145175.17642458458
464,1768,545726.7601455091
465,2040,110787.83076908081
466,1749,224524.476004601
467,834,250297.90637627302
468,1457,227768.1187409761
469,79,114644.77592905612
470,2302,138311.18534563278
471,1817,147939.1651662178
472,2755,240956.21931725414
473,359,172643.0695194192
474,2059,100168.15325290179
475,2092,229897.40690108633
476,2516,206932.4308002332
477,150,123061.68673950326
478,1656,131942.64592693755
479,83,88815.59215240003
480,2411,191902.68629644063
481,795,68939.8623961871
482,2312,221873.48921520886
483,2917,111217.17900766742
484,1624,189289.83310538446
485,2215,316175.14980529336
486,1211,148514.72649576253
487,1485,155898.73181737313
488,1024,189155.55908996315
489,570,189027.85691077923
490,2874,137769.5426270044
491,700,136447.09886948142
492,2756,229945.36466171377
493,2022,182987.1763758591
494,583,242860.38262799583
495,2392,374565.2579329717
496,2424,169659.12731963224
497,212,99345.47321335456
498,736,131799.7431023585
499,1610,163003.63819754522
500,890,119085.18130652192
501,467,176342.85029465114
502,578,207669.4143635849
503,1747,202450.22817337821
504,1149,157429.16745888902
505,2758,282792.9126038266
506,857,129890.47332220674
507,2219,284539.3622031259
508,733,109196.07057850278
509,2909,111169.98269144974
510,1798,233920.72487219388
511,235,116819.71448784144
512,2366,114089.28619396225
513,1027,132260.15317990066
514,1195,133835.01111251002
515,1303,39725.05115362804
516,148,192929.585128468
517,608,164901.20319574108
518,2515,204814.9767958469
519,821,256406.657625211
520,2500,286699.6331744398
521,745,108616.60854634075
522,741,138059.79008695116
523,1611,147681.1909714291
524,2532,115717.03847266325
525,1081,220650.42331158288
526,1692,426502.2267159346
527,2520,190405.36765718873
528,276,125723.79321026351
529,1992,145844.33899900812
530,663,21594.38330678825
531,418,112776.7898703598
532,1733,216363.87749314465
533,2359,143740.7261769899
534,253,183752.49959914965
535,1518,188770.46879579456
536,2035,145515.60468856184
537,2919,69088.23081065094
538,1540,236601.35635424047
539,2120,144265.58469752138
540,1674,164378.32397857954
541,256,135035.48984107515
542,2361,88054.46501109033
543,978,70328.12092762465
544,2280,133108.13553195307
545,2095,237057.31424776476
546,1709,330733.26597223425
547,2801,252544.0070406869
548,1246,115580.85032568731
549,2373,85757.92486398334
550,1055,314934.4973858178
551,2017,137245.44236032592
552,1099,304023.17288324854
553,1344,83201.02997398381
554,835,218967.2640067127
555,1117,236542.8163735501
556,2043,74850.57403337533
557,2085,115579.6584055074
558,410,137390.63719432784
559,2650,109746.43099199719
560,2867,168996.36321700673
561,1668,117290.69103332263
562,1161,153900.14428535325
563,2122,172520.14940519474
564,2539,137275.52382920697
565,1047,142446.09706183342
566,1445,140812.9937153711
567,541,137006.89383051693
568,569,222986.86342194988
569,1276,116634.15937621353
570,918,155213.49150283725
571,326,150552.43728333517
572,1936,125339.86774958411
573,895,104125.29699439966
574,257,144637.67584182986
575,1241,171734.5416629972
576,1545,120629.6710129762
577,1189,175594.59908827982
578,270,150632.6007566473
579,2066,175032.95004223532
580,693,105037.30118921005
581,1259,118204.08627286946
582,2916,145360.60846792103
583,2321,295411.6585517115
584,1977,89825.6691119651
585,1895,139915.30164884185
586,1240,173713.41330880937
587,85,151839.88144124625
588,1823,104899.6115864043
589,825,298217.79394127236
590,110,212366.51049860212
591,697,126966.40800111112
592,2297,127975.76258360385
593,1231,125707.07280292019
594,1355,144284.20872839744
595,968,330072.9675437886
596,584,227727.29695935658
597,1315,134943.59721021893
598,1606,135615.4656241681
599,206,94216.62640618745
600,1685,380096.1983113667
601,2016,134632.49708325288
602,869,208452.62352187987
603,2135,133728.98672227343
604,2346,177618.84125138927
605,2430,235025.7581810464
606,2198,95408.9294404879
607,2652,113749.11876669669
608,27,110668.38824897472
609,241,165329.47949238453
610,906,114194.60955846029
611,1506,124315.40554882542
612,2098,370171.8865624836
613,1435,217814.05224717263
614,2213,144069.65917603773
615,1274,127738.92430378665
616,743,14120.037444272428
617,1737,219689.45424875975
618,2797,269393.4155094836
619,2185,68549.47314082894
620,58,158310.37133790267
621,830,209542.47915194687
622,808,113443.15781690743
623,680,146181.29951065194
624,1153,94264.18937892528
625,1291,138363.1925796714
626,1818,142600.33981930872
627,2161,203168.56523956713
628,1883,114280.55250129767
629,350,369298.4290682112
630,2473,170602.86861769293
631,295,197122.56736896795
632,293,189490.3902410692
633,859,130461.63008783673
634,288,61319.42621028081
635,1578,145583.67178812769
636,102,201362.15409733725
637,2831,153934.51965619257
638,1030,151025.83200771187
639,2551,146746.72424702265
640,1286,135282.25435447483
641,958,304007.95781707554
642,776,135029.51357316005
643,72,242255.45816146478
644,2263,256907.71162538673
645,1866,162714.3375353747
646,2876,57955.055764313074
647,2146,233696.10072424312
648,103,175399.07996652686
649,1500,130419.90903693614
650,492,179631.7702897129
651,167,152228.43446510448
652,2597,120456.3494932409
653,2685,109477.82797884733
654,1035,158451.31148212115
655,1220,70317.53831013963
656,2602,146772.36930808797
657,2159,207481.95156709233
658,695,163714.3115362068
659,1109,281067.01510009414
660,640,171753.0783868869
661,1652,146588.35690716366
662,2090,171959.94938770778
663,1188,185655.39572755163
664,2345,224859.6706640298
665,1059,392545.99469820654
666,2751,241734.16947348858
667,128,218935.546449056
668,1523,162552.85820528507
669,2925,169403.6077553481
670,2145,284820.2959138379
671,1121,219871.7565022455
672,566,250959.16204960123
673,565,252357.35219393182
674,1331,151211.87012744672
675,2928,126925.77794217586
676,156,120081.52137445257
677,797,141696.4167679182
678,327,78030.41210685308
679,2859,148564.13898101245
680,1453,131834.31980585502
681,1762,343149.93077480246
682,1868,213765.53606259695
683,1760,164598.94835884796
684,1113,199913.8373535626
685,1812,204074.18899118798
686,117,154569.70679453228
687,1142,207667.76927294032
688,2342,401599.384811809
689,927,147901.84441444767
690,2478,174250.89752536605
691,655,69951.90772281228
692,2064,116802.9836777997
693,369,297808.07529508765
694,2239,121552.97305074647
695,2732,213621.86849422698
696,1653,166063.85642401697
697,959,241015.91509569387
698,2395,354838.7931734726
699,1412,128404.95153367525
700,271,239891.17256335675
701,1484,151912.67890404427
702,1497,157805.60146363275
703,552,155615.54200090346
704,2,118254.53476729005
705,1855,311922.35283374053
706,4,279478.06401482737
707,2292,143702.6337812962
708,134,138580.39717858186
709,646,95390.25682464565
710,42,306670.73843245057
711,532,216711.4454768852
712,713,104101.57894567659
713,2561,142005.40772109205
714,2360,128304.30551568086
715,1333,133572.29094848086
716,1407,237392.37263038615
717,2892,304668.55615578144
718,574,205305.33621241315
719,1227,205992.77693006402
720,2591,222060.75706374113
721,1476,217108.80930965082
722,1125,253289.77936108172
723,1446,151213.3494977245
724,408,111832.11495781416
725,1101,294016.7975149052
726,2251,181382.0200817564
727,373,181543.70386948116
728,2554,141452.36601165484
729,2382,266963.5701612791
730,1985,76169.5542650369
731,519,244204.45992348206
732,1093,176493.1041493996
733,864,247687.78075913823
734,2889,150661.70838576346
735,2308,203005.90168656103
736,986,166836.5886623167
737,1302,142836.65413838587
738,585,153977.9721724559
739,2708,152176.24815178837
740,147,140206.49001299412
741,1441,219521.90166140167
742,383,179305.3846272634
743,285,161696.43966879108
744,181,105096.37273900956
745,358,188407.4479213202
746,780,174877.43857327942
747,258,182330.93587015
748,1865,217444.35248315215
749,692,123446.99973749857
750,2902,330529.03891879815
751,508,247252.17427111778
752,2638,163933.59246972692
753,36,128886.27301428383
754,611,165201.13777636073
755,2281,158646.54442166138
756,1678,113311.97325654703
757,1696,454258.0334842685
758,1557,63685.292349095456
759,2180,155366.60958756573
760,1726,236823.64513735755
761,951,140446.4766859741
762,267,215551.79936946393
763,2706,126740.31551520425
764,2221,243956.19706558925
765,1357,171593.95398060238
766,2901,318407.8775814051
767,347,162434.8681533477
768,2164,204037.64103414625
769,1586,293855.378347008
770,360,140589.6768198588
771,1769,265145.1323102602
772,2617,167100.45330436798
773,1879,130174.09712053763
774,991,236721.8460780589
775,1535,134349.16677156964
776,1191,138679.95103505414
777,1579,240647.497680567
778,1882,154531.79569867926
779,1510,129649.88222860942
780,2196,186098.4244084771
781,1845,176598.45289070453
782,2336,408685.37098411005
783,942,95994.35717437186
784,861,132905.7181379301
785,2555,119259.4588320391
786,1392,179055.50660101973
787,2099,261881.43429263384
788,1543,113680.49185623981
789,948,292642.91594235296
790,1239,195808.45085324516
791,22,176803.40562481002
792,2796,238258.18001130573
793,2747,190436.6604697439
794,92,286654.64912671584
795,210,165622.91621730832
796,1858,207446.92477110503
797,2228,163003.44462767587
798,447,262287.3922713684
799,827,240391.4503881585
800,1649,212501.40365030948
801,682,154776.79374241692
802,2698,113837.09297330538
803,494,151860.16263794564
804,214,94958.17587865093
805,2441,258846.15260034957
806,2679,121534.1970016431
807,1336,120902.23627784787
808,465,173409.1832844638
809,1524,154962.1085314121
810,2543,100451.79558399224
811,631,148006.03154106723
812,2452,311726.25256420404
813,228,167255.1262034346
814,126,178451.88481051175
815,1092,259745.80073930655
816,1122,216329.7476563851
817,932,231122.50948375068
818,1980,81698.27967600773
819,2171,115575.78913056065
820,551,155460.31126795805
821,2768,171306.41678127117
822,2056,103161.82736641618
823,1159,356973.1170306435
824,2645,113563.02645123104
825,1174,166330.52280917633
826,2266,222274.7407145631
827,2462,360696.36984350206
828,1219,144339.2094236574
829,2922,197336.22435137886
830,118,140682.13475557568
831,474,145201.23402200703
832,2576,158129.76209959332
833,872,286598.24796041043
834,1077,215589.62357231008
835,1536,147363.09985236678
836,1150,102038.06216182667
837,2341,348871.1657286282
838,1931,160956.30035771095
839,2785,142956.77183479094
840,2538,127497.27864068729
841,597,210315.02034432636
842,464,222840.71569426332
843,233,264391.59944545355
844,2169,135456.2210058399
845,2123,164948.74069311417
846,1867,175204.57370362492
847,137,252832.52448980106
848,515,237470.45342812923
849,933,99766.7721508779
850,2784,156044.54003865024
851,972,162486.7136811844
852,599,166415.9077324899
853,2614,124164.77771469568
854,2582,143997.42467416025
855,1409,181751.62945249473
856,175,111881.5940777929
857,352,228537.18534391862
858,976,98402.05737547296
859,2134,189575.54702697077
860,984,112672.21449703521
861,2396,338351.4300103565
862,1673,130598.5625578794
863,404,126605.6008059101
864,607,152658.80887276403
865,814,160136.5615738956
866,868,195579.60332654818
867,2271,177981.5999811412
868,1633,256625.85381546215
869,337,171646.64442486886
870,2765,226551.53380519737
871,1746,250166.12555877742
872,368,346046.3959704836
873,2806,209830.1577005252
874,1662,195877.91715764973
875,1234,218787.98390369897
876,1373,120690.71624746134
877,1672,110746.93075079819
878,1939,112744.8539788071
